3RESTAURANT#GENERAL		Can't wait wait for my next visit.
1RESTAURANT#GENERAL		And I hate to say this but I doubt I'll ever go back. 
1FOOD#QUALITY	food	The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.
1FOOD#QUALITY	Thai fusion stuff	The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.
1FOOD#QUALITY		The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.
3FOOD#QUALITY	Grilled Chicken special with Edamame Puree	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.
3FOOD#QUALITY	Edamame pureed	I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).
3FOOD#STYLE_OPTIONS	Edamame pureed	I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).
1AMBIENCE#GENERAL	place	The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.
3AMBIENCE#GENERAL	decor	The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.
1AMBIENCE#GENERAL	vent	The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.
3DRINKS#STYLE_OPTIONS	sake list	Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!
3SERVICE#GENERAL		Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!
3FOOD#QUALITY	spicy tuna roll	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!
3FOOD#QUALITY	rock shrimp tempura	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!
3SERVICE#GENERAL	service	We went around 9:30 on a Friday and it had died down a bit by then so the service was great!
3RESTAURANT#GENERAL	pink pony	we love th pink pony.
3RESTAURANT#GENERAL	spot	THe perfect spot.
3FOOD#QUALITY	Food	Food-awesome.
3SERVICE#GENERAL	Service	Service- friendly and attentive.
3AMBIENCE#GENERAL	Ambiance	Ambiance- relaxed and stylish.
3RESTAURANT#GENERAL	place	Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.
2FOOD#QUALITY	food	the food is decent.
1SERVICE#GENERAL	service	however, it's the service that leaves a bad taste in my mouth.
1SERVICE#GENERAL	waiter	i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.
1SERVICE#GENERAL		i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.
1RESTAURANT#GENERAL		well, i didn't find it there, and trust, i have told everyone i can think of about my experience. 
1RESTAURANT#MISCELLANEOUS		the last time i walked by it looked pretty empty. hmmm.
3RESTAURANT#GENERAL	place	This place has got to be the best japanese restaurant in the new york area.
3RESTAURANT#GENERAL		I had a great experience.
3FOOD#QUALITY	Food	Food is great.
3SERVICE#GENERAL	Service	Service is top notch.
3RESTAURANT#GENERAL		I have been going back again and again.
3FOOD#QUALITY	sea urchin	I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.
3FOOD#QUALITY		It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.
3FOOD#QUALITY	sushi	The sushi seemed pretty fresh and was adequately proportioned.
3FOOD#STYLE_OPTIONS	sushi	The sushi seemed pretty fresh and was adequately proportioned.
3FOOD#STYLE_OPTIONS	rice to fish ration	The rice to fish ration was also good--they didn't try to overpack the rice.
3FOOD#QUALITY	half price sushi deal	We took advanatage of the half price sushi deal on saturday so it was well worth it.
3RESTAURANT#MISCELLANEOUS		Surprisingly nothing could be further from the truth.
3RESTAURANT#MISCELLANEOUS	crowd	In the evening, this place attracted a well dressed, with it, NY crowd.
3FOOD#QUALITY	food	The food was well prepared and the service impecable.
3SERVICE#GENERAL	service	The food was well prepared and the service impecable.
3RESTAURANT#GENERAL		I'm going back.
3AMBIENCE#GENERAL		Quite simply it's like stepping out of Manhattan and into a haven of tranquility.
3FOOD#QUALITY	Prix Fixe menu	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
3FOOD#STYLE_OPTIONS	Prix Fixe menu	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
3FOOD#PRICES	Prix Fixe menu	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
3RESTAURANT#GENERAL		I will be going back and heartily recommend it!
3FOOD#QUALITY		It is terrific, as is the value.
3FOOD#PRICES		It is terrific, as is the value.
3FOOD#STYLE_OPTIONS	food	$6 and there is much tasty food, all of it fresh and continually refilled.
3FOOD#QUALITY	food	$6 and there is much tasty food, all of it fresh and continually refilled.
3FOOD#PRICES	food	$6 and there is much tasty food, all of it fresh and continually refilled.
3FOOD#QUALITY	dishes	I am not a vegetarian but, almost all the dishes were great.
3RESTAURANT#GENERAL		Go hungry and enjoy.
3FOOD#QUALITY	food	The food here is rather good, but only if you like to wait for it.
1SERVICE#GENERAL		The food here is rather good, but only if you like to wait for it.
3FOOD#QUALITY	somosas	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
3FOOD#QUALITY	chai	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
3FOOD#QUALITY	chole	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
1FOOD#QUALITY	dhosas	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
1FOOD#QUALITY	dhal	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
1SERVICE#GENERAL	service	The service varys from day to day- sometimes they're very nice, and sometimes not.
1SERVICE#GENERAL	kitchen	The kitchen however, is almost always slow.
1FOOD#QUALITY	food	Also, specify if you like your food spicy- its rather bland if you don't.
3AMBIENCE#GENERAL	ambience	The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.
3RESTAURANT#MISCELLANEOUS		The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.
3LOCATION#GENERAL	view	If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
3SERVICE#GENERAL	service	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
3FOOD#QUALITY	food	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
3FOOD#PRICES	food	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
3FOOD#QUALITY	lava cake dessert	The lava cake dessert was incredible and I recommend it.
3AMBIENCE#GENERAL	Cosette	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.
3AMBIENCE#GENERAL	restaurant	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.
3FOOD#QUALITY	food	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
1FOOD#QUALITY	French Onion soup	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
3FOOD#STYLE_OPTIONS	French Onion soup	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
1FOOD#QUALITY	desserts	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
3AMBIENCE#GENERAL	ambience	However, go for the ambience, and consider the food just a companion for a trip across the world!
2FOOD#QUALITY	food	However, go for the ambience, and consider the food just a companion for a trip across the world!
1RESTAURANT#GENERAL		IT WAS HORRIBLE.
1FOOD#QUALITY	pizza	The pizza was delivered cold and the cheese wasn't even fully melted!
1FOOD#QUALITY	cheese	The pizza was delivered cold and the cheese wasn't even fully melted!
1FOOD#QUALITY		It looked like shredded cheese partly done - still in strips.
1RESTAURANT#GENERAL		This has got to be one of the most overrated restaurants in Brooklyn.
1FOOD#QUALITY	pizza	The pizza is overpriced and soggy.
1FOOD#PRICES	pizza	The pizza is overpriced and soggy.
3FOOD#QUALITY	ingredients	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
1FOOD#QUALITY	pizza	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
1FOOD#QUALITY	crust	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
1RESTAURANT#GENERAL		A big disappointment, all around.
3FOOD#QUALITY	meals	I think I've had some the best meals of my life at minnow.
3FOOD#QUALITY	seafood	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.
3DRINKS#STYLE_OPTIONS	wine list	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.
3FOOD#STYLE_OPTIONS	menu	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.
3FOOD#QUALITY	ingredients	The combination of super-fresh ingredients in the dishes are unusual but really delicious.
3RESTAURANT#GENERAL		Worth the trip from Manhattan.
3FOOD#QUALITY	Pastrami	Best Pastrami I ever had and great portion without being ridiculous.
3FOOD#STYLE_OPTIONS	portion	Best Pastrami I ever had and great portion without being ridiculous.
3FOOD#STYLE_OPTIONS	fried shrimp	My wife had the fried shrimp which are huge and loved it.
3FOOD#QUALITY	fried shrimp	My wife had the fried shrimp which are huge and loved it.
3RESTAURANT#GENERAL	place	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.
3RESTAURANT#MISCELLANEOUS	place	This place is the most Japanese it can ever get.
3RESTAURANT#MISCELLANEOUS	signs	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
3FOOD#STYLE_OPTIONS	specials menus	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
3FOOD#QUALITY	food	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
3SERVICE#GENERAL	waitstaff	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
3RESTAURANT#GENERAL	place	This place is worth an one-hour drive.
3RESTAURANT#GENERAL		I am so coming back here again, as much as I can.
3RESTAURANT#GENERAL	Leon	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
3AMBIENCE#GENERAL	Leon	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
3FOOD#QUALITY	specials	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
3AMBIENCE#GENERAL	atmosphere	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
3FOOD#QUALITY	French bistro fare	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
3SERVICE#GENERAL	staff	My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.
2DRINKS#QUALITY	wine	Decent wine at reasonable prices.
3DRINKS#PRICES	wine	Decent wine at reasonable prices.
3RESTAURANT#GENERAL		Have been dozens of times and never failed to enjoy the experience.
3RESTAURANT#GENERAL		Our teenage kids love it, too.
3RESTAURANT#GENERAL	Zucchero Pomodori	Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.
3RESTAURANT#GENERAL	place	This is by far my favorite place in the neighborhood.
3SERVICE#GENERAL	service	The service is excellent, the decor is great, and the food is delicious and comes in large portions.
3AMBIENCE#GENERAL	decor	The service is excellent, the decor is great, and the food is delicious and comes in large portions.
3FOOD#QUALITY	food	The service is excellent, the decor is great, and the food is delicious and comes in large portions.
3FOOD#STYLE_OPTIONS	portions	The service is excellent, the decor is great, and the food is delicious and comes in large portions.
3RESTAURANT#GENERAL	Gnocchi	I'm partial to the Gnocchi.
1AMBIENCE#GENERAL	place	This place is incredibly tiny.
1SERVICE#GENERAL		They refuse to seat parties of 3 or more on weekends.
1SERVICE#GENERAL	hostess	The hostess is rude to the point of being offensive.
1FOOD#QUALITY	food	The food was bland oily.
1RESTAURANT#GENERAL		I just don't understand all the hype...
3FOOD#QUALITY	food	We have been to this place many times, and always have great food, wine, and service.
3DRINKS#QUALITY	wine	We have been to this place many times, and always have great food, wine, and service.
3SERVICE#GENERAL	service	We have been to this place many times, and always have great food, wine, and service.
3SERVICE#GENERAL	wait	We were worried we would have trouble getting in, but somehow managed to have a short wait.
3DRINKS#QUALITY	glass of wine	As always we had a great glass of wine while we waited.
3SERVICE#GENERAL	service	When we sat, we got great and fast service.
3SERVICE#GENERAL	people	The people that work there are always so friendly you forget you are in New York sometimes.
3RESTAURANT#GENERAL	place	Make sure you try this place as often as you can.
3RESTAURANT#GENERAL	restaurant	This is a fun restaurant to go to.
3FOOD#QUALITY	pizza	The pizza is yummy and I like the atmoshpere.
3AMBIENCE#GENERAL	atmoshpere	The pizza is yummy and I like the atmoshpere.
1FOOD#PRICES	pizza	But the pizza is way to expensive.
1FOOD#QUALITY	lunch	I went there for lunch and it was not as good as I expected from the reviews I read.
1FOOD#QUALITY	Sauce	Sauce was watery and the food didn't have much flavor.
1FOOD#QUALITY	food	Sauce was watery and the food didn't have much flavor.
1RESTAURANT#GENERAL		I don't think I would go again.
3RESTAURANT#GENERAL	place	This place is great.
3SERVICE#GENERAL		I had a huge group for my birthday and we were well taken care of.
3SERVICE#GENERAL	waitress	The waitress was very patient with us and the food is phenomenal!
3FOOD#QUALITY	food	The waitress was very patient with us and the food is phenomenal!
3SERVICE#GENERAL	Service	Service was prompt, friendly and great.
1RESTAURANT#PRICES		Slightly on the pricey side but worth it!
3RESTAURANT#GENERAL		Slightly on the pricey side but worth it!
3FOOD#QUALITY	pizza	Great pizza and fantastic service.
3SERVICE#GENERAL	service	Great pizza and fantastic service.
3SERVICE#GENERAL	wait	There was a small wait, but shorter than I expected.
3LOCATION#GENERAL		Located at the end of a magnificent block.
3AMBIENCE#GENERAL		Very cozy and warm inside.....
3RESTAURANT#GENERAL		I will be back!
3FOOD#QUALITY	sushi	This is the best sushi in new york city - hands down.
1AMBIENCE#GENERAL	place	The place is small and cramped but the food is fantastic.
3FOOD#QUALITY	food	The place is small and cramped but the food is fantastic.
3FOOD#QUALITY	tuna of gari	Get the tuna of gari.
3FOOD#QUALITY	sushi	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
3FOOD#QUALITY	thai food	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
3RESTAURANT#GENERAL	Planet Thailand	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
3FOOD#STYLE_OPTIONS	menu	With the great variety on the menu , I eat here often and never get bored .
1AMBIENCE#GENERAL	atmosphere	The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .
3RESTAURANT#PRICES		The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .
3FOOD#QUALITY	food	It's all about the food !!
1RESTAURANT#MISCELLANEOUS	place	first it took us a long time to find the place.
1FOOD#STYLE_OPTIONS	menu	but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.
2FOOD#STYLE_OPTIONS	rolls	those rolls were big, but not good and sashimi wasn't fresh.
1FOOD#QUALITY	rolls	those rolls were big, but not good and sashimi wasn't fresh.
1FOOD#QUALITY	sashimi	those rolls were big, but not good and sashimi wasn't fresh.
1FOOD#QUALITY		they were dry and disgusting, i didn't even finish my first piece.
3SERVICE#GENERAL		Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
3FOOD#QUALITY	crunchy tuna	Try the crunchy tuna, it is to die for.
3FOOD#QUALITY		Try everything for that matter, it is all good.
3RESTAURANT#GENERAL		I have been going there since it opened and I can't get enough.
3AMBIENCE#GENERAL	garden terrace	First went here to enjoy their garden terrace.
3FOOD#QUALITY	food	The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.
3SERVICE#GENERAL	service	The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.
3FOOD#STYLE_OPTIONS	Steak Tartare	The Steak Tartare is a great bet, they fix it for you at the table.
3AMBIENCE#GENERAL	open kitchen	Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.
1AMBIENCE#GENERAL	restaurant	Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.
3DRINKS#STYLE_OPTIONS	wine selection	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.
3DRINKS#QUALITY	Gigondas	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.
3DRINKS#PRICES	house champagne	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.
2AMBIENCE#GENERAL		It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
3AMBIENCE#GENERAL	vibe	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
3FOOD#QUALITY	French food	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
3RESTAURANT#MISCELLANEOUS	place	Have recommended the place to friends, always gets good response.
3FOOD#QUALITY	crust	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!
3FOOD#QUALITY	pizza	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!
3RESTAURANT#MISCELLANEOUS	VT's	I take all my NYC guests to VT's.
3LOCATION#GENERAL	neighborhood	Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!
3FOOD#QUALITY	food	Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!
3RESTAURANT#GENERAL		I've been there three times and have always had wonderful experiences.
3AMBIENCE#GENERAL	setting	I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
3SERVICE#GENERAL	service	I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
3RESTAURANT#MISCELLANEOUS		I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
3RESTAURANT#GENERAL	Mizu	I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.
1SERVICE#GENERAL		Even after they overcharged me the last time I was there.
3FOOD#QUALITY	Spicy Scallop roll	Make sure you have the Spicy Scallop roll.. .
3FOOD#QUALITY		it's delicious!
3FOOD#QUALITY	Moules	Moules were excellent, lobster ravioli was VERY salty!
1FOOD#QUALITY	lobster ravioli	Moules were excellent, lobster ravioli was VERY salty!
1SERVICE#GENERAL	maitre d'	Took my mom for Mother's Day, and the maitre d' was pretty rude.
1SERVICE#GENERAL		Told us to sit anywhere, and when we sat he said the table was reserved.
1SERVICE#GENERAL		Stepped on my foot on the SECOND time he reached over me to adjust lighting.
1FOOD#QUALITY	dessert	Tiny dessert was $8.00...just plain overpriced for what it is.
1FOOD#STYLE_OPTIONS	dessert	Tiny dessert was $8.00...just plain overpriced for what it is.
1FOOD#PRICES	dessert	Tiny dessert was $8.00...just plain overpriced for what it is.
3DRINKS#QUALITY	drinks	The drinks are always welll made and wine selection is fairly priced.
3DRINKS#PRICES	wine selection	The drinks are always welll made and wine selection is fairly priced.
3FOOD#QUALITY	chef's specials	Try their chef's specials-- they are to die for.
2SERVICE#GENERAL	Service	Service is not exactly five star, but thats not really a big deal.
3AMBIENCE#GENERAL	Downstairs lounge	Downstairs lounge is always a good attraction
3AMBIENCE#GENERAL	Raga's	Raga's is a romantic, cozy restaurant.
3FOOD#STYLE_OPTIONS	exotic food	The exotic food is beautifully presented and is a delight in delicious combinations.
3FOOD#QUALITY	exotic food	The exotic food is beautifully presented and is a delight in delicious combinations.
3FOOD#PRICES		It is also extremely well priced.
3SERVICE#GENERAL	staff	The staff is incredibly helpful and attentive.
3DRINKS#STYLE_OPTIONS	bar	The bar is very well stocked with interesting beers and well priced wines.
3DRINKS#STYLE_OPTIONS	beers	The bar is very well stocked with interesting beers and well priced wines.
3DRINKS#PRICES	wines	The bar is very well stocked with interesting beers and well priced wines.
3RESTAURANT#GENERAL		This is one of my favorite restaurants and it is not to be missed.
3RESTAURANT#GENERAL		Your friends will thank you for introducing them to this gem!
1RESTAURANT#GENERAL	Leon	When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.
1SERVICE#GENERAL	waitress	The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...
1SERVICE#GENERAL		Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. 
1SERVICE#GENERAL		Such a disappointment...
1SERVICE#GENERAL	service	Rude service, medicore food...there are tons of restaurants in NY...stay away from this one
2FOOD#QUALITY	food	Rude service, medicore food...there are tons of restaurants in NY...stay away from this one
1RESTAURANT#GENERAL		Rude service, medicore food...there are tons of restaurants in NY...stay away from this one
3RESTAURANT#GENERAL	Jekyll and Hyde	I had a grat time at Jekyll and Hyde!
3RESTAURANT#GENERAL		I loved everythig about it-especially the shows and actors.
3AMBIENCE#GENERAL	shows	I loved everythig about it-especially the shows and actors.
3AMBIENCE#GENERAL	actors	I loved everythig about it-especially the shows and actors.
3SERVICE#GENERAL	server	Our server was very helpful and friendly.
3RESTAURANT#MISCELLANEOUS		I am bringing my whole family back next time.
3FOOD#QUALITY	food	The food was good too.
3FOOD#QUALITY	tuna	The tuna and wasabe potatoes are excellent.
3FOOD#QUALITY	wasabe potatoes	The tuna and wasabe potatoes are excellent.
3LOCATION#GENERAL	outdoor atmosphere	The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
2AMBIENCE#GENERAL		Inside is a little cramped, but to be expected.
3SERVICE#GENERAL	Service	Service was prompt and courteous.
3RESTAURANT#GENERAL		This was a repeat visit and we'll definitely be back again.
3SERVICE#GENERAL	service	Great service, great food.
3FOOD#QUALITY	food	Great service, great food.
2RESTAURANT#PRICES		Prices are in line.
1LOCATION#GENERAL		But too far east!
3FOOD#QUALITY	pizza	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.
3FOOD#QUALITY	fresh mozzarella	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.
1FOOD#STYLE_OPTIONS	appetizer selection	Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.
1FOOD#QUALITY		Also, because it is so thin, it gets cold very quickly and its not that filling.
1FOOD#STYLE_OPTIONS		Also, because it is so thin, it gets cold very quickly and its not that filling.
1SERVICE#GENERAL	Wait staff	Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
3FOOD#QUALITY	pie	Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
3FOOD#QUALITY	salad	By far the best salad I have had in a fast food restaurant.
3FOOD#QUALITY	dining	fine dining restaurant quality.
3FOOD#STYLE_OPTIONS		Over 100 different choices to create your own.
3RESTAURANT#GENERAL		A must try!
3RESTAURANT#GENERAL	restaurant	On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.
3FOOD#QUALITY		This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.
3AMBIENCE#GENERAL		This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.
3FOOD#QUALITY	chicken pot pie	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.
3FOOD#STYLE_OPTIONS	cheeseburger	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.
3FOOD#QUALITY	cheeseburger	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.
3SERVICE#GENERAL	service	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.
3RESTAURANT#GENERAL		With so many poor experiences to be had in the theater district, is truly an excellent find!
3RESTAURANT#GENERAL		We will return many times for this oasis in mid-town.
3SERVICE#GENERAL	staff	The staff is no nonsense.
3FOOD#STYLE_OPTIONS	food	The food options rule.
3FOOD#QUALITY	bagels	When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
3RESTAURANT#MISCELLANEOUS	1st Ave spot	Worth visiting the 1st Ave spot because it is the original store.
3FOOD#QUALITY	Uni Hand roll	He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!
3DRINKS#STYLE_OPTIONS	sake menu	The sake menu should not be overlooked!
3RESTAURANT#GENERAL		All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.
3FOOD#QUALITY	lobster teriyaki	Try the lobster teriyaki and the rose special roll.
3FOOD#QUALITY	rose special roll	Try the lobster teriyaki and the rose special roll.
3SERVICE#GENERAL	Service	Service was very good - prompt, attentive and non-intrusive.
3FOOD#QUALITY	Food	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).
1FOOD#QUALITY	pork belly	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).
3DRINKS#STYLE_OPTIONS	Wine list selection	Wine list selection is good and wine-by-the-glass was generously filled to the top.
3DRINKS#STYLE_OPTIONS	wine-by-the-glass	Wine list selection is good and wine-by-the-glass was generously filled to the top.
